               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.013346,            0.014903,                   0,             0.97828,             0.97838,             0.99263,             0.86156,           0.0079989,           0.0038702,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.015806,            0.014163,                   0,             0.97785,             0.95676,             0.99124,             0.85896,           0.0077297,           0.0039445,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.014479,            0.016197,                   0,             0.96739,             0.96216,             0.99064,             0.83933,            0.007758,           0.0040483,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.011717,            0.014189,                   0,             0.98337,             0.96216,              0.9911,             0.85879,           0.0075651,           0.0038988,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.015498,             0.01467,                   0,             0.97849,             0.98368,             0.99358,             0.87075,           0.0075203,           0.0037858,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.012346,            0.013906,                   0,             0.96833,             0.99459,             0.99408,             0.86754,            0.007599,           0.0037321,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.014557,            0.014386,                   0,             0.95831,             0.99459,             0.99218,             0.85945,           0.0074007,           0.0037771,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015479,            0.014449,                   0,             0.95811,             0.98913,             0.98677,             0.85692,           0.0071893,           0.0038636,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.011694,            0.013854,                   0,             0.94359,             0.99453,             0.98872,             0.86297,           0.0069715,           0.0037935,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013537,            0.012658,                   0,             0.96296,             0.98374,             0.98988,             0.87686,           0.0068719,           0.0037058,                   0,            0.001585,            0.001585,            0.001585
                 172,             0.01257,            0.014206,                   0,             0.95811,             0.98899,             0.98899,             0.87528,           0.0069206,            0.003734,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018623,            0.014682,                   0,             0.96333,             0.99459,             0.98975,             0.87372,           0.0070553,           0.0036102,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.014936,            0.012852,                   0,             0.95832,             0.99459,             0.98972,             0.88257,           0.0070462,           0.0035539,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013461,            0.013884,                   0,             0.96842,             0.99453,             0.98989,             0.87037,           0.0071681,           0.0035602,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.014313,            0.013611,                   0,             0.97354,             0.99444,             0.99053,             0.87335,           0.0071468,           0.0035144,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014982,            0.013451,                   0,             0.96346,                   1,             0.99275,             0.87877,            0.007232,           0.0035656,                   0,            0.001288,            0.001288,            0.001288
                 178,             0.01201,            0.013653,                   0,             0.98358,             0.97838,             0.99198,             0.87665,            0.007375,           0.0036283,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,             0.01162,            0.013295,                   0,             0.97836,             0.97838,             0.99076,             0.88474,            0.007376,             0.00358,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.012192,            0.013739,                   0,             0.98907,             0.97831,             0.99138,             0.88285,           0.0072313,           0.0035179,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.011505,            0.013164,                   0,             0.98905,             0.97838,             0.99039,             0.88579,           0.0070643,           0.0035472,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.018099,            0.013361,                   0,              0.9778,             0.98378,             0.99067,             0.88651,           0.0070916,           0.0035417,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012155,             0.01347,                   0,             0.96335,             0.99453,             0.98985,             0.87253,           0.0069511,           0.0036279,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.017136,            0.013643,                   0,             0.96837,             0.99459,             0.99076,             0.87244,           0.0068384,           0.0036422,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013803,            0.013585,                   0,             0.97354,             0.99458,             0.99221,             0.86845,           0.0069414,           0.0035626,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.013448,            0.014141,                   0,             0.98377,                   1,             0.99396,             0.87261,           0.0068124,           0.0034666,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014191,            0.012612,                   0,             0.98403,                   1,              0.9944,             0.87735,           0.0068194,           0.0034277,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.014413,            0.013305,                   0,             0.98928,                   1,             0.99457,             0.87926,           0.0067681,           0.0034282,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.012417,            0.012695,                   0,              0.9893,             0.99997,             0.99446,             0.87714,            0.006743,           0.0034435,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.014121,            0.013239,                   0,             0.98925,                   1,             0.99367,             0.88526,           0.0066966,           0.0034441,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014912,             0.01444,                   0,             0.98929,                   1,             0.99286,              0.8769,           0.0067637,            0.003437,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.012129,            0.013548,                   0,             0.98396,                   1,             0.99246,             0.88415,           0.0067582,           0.0034356,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012092,            0.013114,                   0,             0.98396,             0.99449,             0.99235,             0.88395,           0.0067002,           0.0034317,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.010882,            0.012877,                   0,             0.98917,             0.98919,             0.99213,             0.88551,             0.00666,            0.003402,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.013183,            0.013275,                   0,             0.98919,             0.98919,             0.99252,             0.88811,           0.0065762,           0.0033747,                   0,            0.000397,            0.000397,            0.000397
                 196,             0.01207,            0.012852,                   0,             0.98396,             0.99451,             0.99257,             0.89482,           0.0065985,           0.0033708,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.013254,            0.013075,                   0,             0.97883,             0.99989,             0.99287,             0.89212,           0.0065672,            0.003366,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.012953,            0.011961,                   0,             0.98389,                   1,             0.99299,             0.88836,            0.006483,           0.0033586,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012479,            0.012596,                   0,             0.98404,             0.99995,             0.99344,             0.88738,           0.0064596,           0.0033718,                   0,            0.000199,            0.000199,            0.000199
